Accession,Isolate_ID,Originating_lab,Submitting_lab,Subtype
EPI590421 | A/Netherlands/437/2014|HA|,EPIISL179500,National Institute for Public Health and the Environment (RIVM),National Institute for Public Health and the Environment (RIVM),H3N2
EPI590418 | A/Netherlands/781/2014|HA|,EPIISL179499,National Institute for Public Health and the Environment (RIVM),National Institute for Public Health and the Environment (RIVM),H3N2
EPI590412 | A/Netherlands/778/2014|HA|,EPIISL179497,National Institute for Public Health and the Environment (RIVM),National Institute for Public Health and the Environment (RIVM),H3N2
EPI590400 | A/Netherlands/771/2014|HA|,EPIISL179493,National Institute for Public Health and the Environment (RIVM),National Institute for Public Health and the Environment (RIVM),H3N2
EPI590340 | A/Netherlands/533/2014|HA|,EPIISL179473,National Institute for Public Health and the Environment (RIVM),National Institute for Public Health and the Environment (RIVM),H3N2
EPI590334 | A/Netherlands/522/2014|HA|,EPIISL179471,National Institute for Public Health and the Environment (RIVM),National Institute for Public Health and the Environment (RIVM),H3N2
EPI590328 | A/Netherlands/446/2014|HA|,EPIISL179469,National Institute for Public Health and the Environment (RIVM),National Institute for Public Health and the Environment (RIVM),H3N2
EPI589797 | a-ordu-1603-2014h3N,EPIISL179370,Refik Saydam National Public Health Agency,Crick Worldwide Influenza Centre,H3N2
EPI589775 | a-madagascar-2576-2014h3S,EPIISL179359,Institut Pasteur de Madagascar,Crick Worldwide Influenza Centre,H3N2
EPI589771 | a-leon-256-2014h3D,EPIISL179357,Universidad de Valladolid,Crick Worldwide Influenza Centre,H3N2
EPI589765 | a-kazakhstan-3784-2014h3N,EPIISL179354,National Reference Laboratory,Crick Worldwide Influenza Centre,H3N2
EPI589741 | a-jordan-20020-2014h3D,EPIISL179342,Laboratory Directorate,Crick Worldwide Influenza Centre,H3N2
EPI589735 | a-istanbul-1628-2014h3N,EPIISL179339,Refik Saydam National Public Health Agency,Crick Worldwide Influenza Centre,H3N2
EPI584592 | 3000097604_264453_v1_4,EPIISL177528,Massachusetts Department of Public Health,Centers for Disease Control and Prevention,H3N2
EPI584584 | 3000094069_263620_v1_4,EPIISL177527,Pennsylvania Department of Health,Centers for Disease Control and Prevention,H3N2
EPI583988 | A/MIE/29/2014_MDCK2_HA,EPIISL177422,Mie Prefecture Health and Environment Research Institute,National Institute of Infectious Diseases (NIID),H3N2
EPI578694 | 3000095242_267087_v1_4,EPIISL176547,INRB Service de Virologie,Centers for Disease Control and Prevention,H3N2
EPI578533 | 3000095268_266927_v1_4,EPIISL176525,National Center for Laboratory and Epidemiology,Centers for Disease Control and Prevention,H3N2
EPI578454 | 3000095232_266904_v1_4,EPIISL176515,INRB Service de Virologie,Centers for Disease Control and Prevention,H3N2
EPI577732 | A/Nagasaki/14N023/2014,EPIISL176331,,Niigata University,H3N2
EPI577636 | A/Kyoto/14K003/2014,EPIISL176319,,Niigata University,H3N2
EPI575533 | 3000095220_266083_v1_4,EPIISL175217,INRB Service de Virologie,Centers for Disease Control and Prevention,H3N2
EPI575370 | 3000095131_265923_v1_4,EPIISL175197,National Influenza Lab,Centers for Disease Control and Prevention,H3N2
EPI575158 | 3000095596_266687_v1_4,EPIISL175174,National Public Health Laboratory,Centers for Disease Control and Prevention,H3N2
EPI574648 | a-oman-5455-2014h3O,EPIISL175053,"Central Public Health Laboratory, Ministry of Health",National Institute for Medical Research,H3N2
EPI574617 | a-israel-o-6286-2014h3N,EPIISL175037,Central Virology Laboratory Israel (NIC),National Institute for Medical Research,H3N2
EPI574595 | a-ghana-dili-14-1152-2014h3D,EPIISL175026,University of Ghana,National Institute for Medical Research,H3N2
EPI574523 | a-burgos-262-2014h3D,EPIISL174990,Universidad de Valladolid,National Institute for Medical Research,H3N2
EPI574234 | A/Bretagne/2366/2014,EPIISL174887,Institut Pasteur,Institut Pasteur,H3N2
EPI571967 | 3000096676_265128_v1_4,EPIISL174148,Puerto Rico Department of Health,Centers for Disease Control and Prevention,H3N2
EPI571803 | 3000095107_265094_v1_4,EPIISL174125,National Influenza Lab,Centers for Disease Control and Prevention,H3N2
EPI567546 | 3000098032_263438_v1_4,EPIISL173247,Florida Department of Health-Tampa,Centers for Disease Control and Prevention,H3N2
EPI567359 | 3000098061_264336_v1_4,EPIISL173221,University of Michigan SPH EPID,Centers for Disease Control and Prevention,H3N2
EPI567204 | A/Centre/2367/2014,EPIISL173182,Institut Pasteur,Institut Pasteur,H3N2
EPI566871 | A/FUKUI/61/2014_MDCK3_HA,EPIISL173084,Fukui Prefectural Institute of Public Health,National Institute of Infectious Diseases (NIID),H3N2
EPI566863 | A/MIYAGI/52/2014_MDCK1_HA,EPIISL173080,Miyagi Prefectural Institute of Public Health and Environment,National Institute of Infectious Diseases (NIID),H3N2
EPI566572 | A/Tomsk/RII254/2014,EPIISL173002,,WHO National Influenza Centre Russian Federation,H3N2
EPI566568 | A/Astrakhan/RII25/2014,EPIISL172998,,WHO National Influenza Centre Russian Federation,H3N2
EPI566561 | 14S3343,EPIISL172994,National Referral Hospital,WHO Collaborating Centre for Reference and Research on Influenza,H3N2
EPI566159 | 3000093916_262463_v1_4,EPIISL172831,New York City Department of Health,Centers for Disease Control and Prevention,H3N2
EPI566017 | 3000093431_264189_v1_4,EPIISL172813,"WHO National Influenza Centre, National Institute of Medical Research (NIMR)",Centers for Disease Control and Prevention,H3N2
EPI565935 | 3000095098_264672_v1_4,EPIISL172803,National Influenza Lab,Centers for Disease Control and Prevention,H3N2
EPI565891 | 3000095104_264666_v1_4,EPIISL172797,National Influenza Lab,Centers for Disease Control and Prevention,H3N2
EPI565820 | 3000095128_264640_v1_4,EPIISL172788,National Influenza Lab,Centers for Disease Control and Prevention,H3N2
EPI565723 | 3000096917_264091_v1_4,EPIISL172775,UPMC-CLB Dept of Microbiology,Centers for Disease Control and Prevention,H3N2
EPI565715 | 3000095114_264602_v1_4,EPIISL172774,National Influenza Lab,Centers for Disease Control and Prevention,H3N2
EPI565694 | 3000094211_264589_v1_4,EPIISL172771,Central Laboratory of Public Health,Centers for Disease Control and Prevention,H3N2
EPI565557 | 3000095096_264668_v1_4,EPIISL172752,National Influenza Lab,Centers for Disease Control and Prevention,H3N2
EPI565380 | 3000094051_263701_v1_4,EPIISL172733,Ethiopian Health and Nutrition Research Institute (EHNRI),Centers for Disease Control and Prevention,H3N2
EPI564592 | 3000093920_262465_v1_4,EPIISL172578,New York City Department of Health,Centers for Disease Control and Prevention,H3N2
EPI564566 | 3000097501_263989_v1_4,EPIISL172574,Delaware Public Health Lab,Centers for Disease Control and Prevention,H3N2
EPI564498 | 3000097940_263435_v1_4,EPIISL172562,Montana Laboratory Services Bureau,Centers for Disease Control and Prevention,H3N2
EPI564449 | 3000093951_262377_v1_4,EPIISL172555,Government Virus Unit,Centers for Disease Control and Prevention,H3N2
EPI564369 | 3000097332_262301_v1_4,EPIISL172543,New Jersey Department of Health & Senior Services,Centers for Disease Control and Prevention,H3N2
EPI564357 | 3000096717_261296_v1_4,EPIISL172540,Alaska State Virology Lab,Centers for Disease Control and Prevention,H3N2
EPI564352 | 3000096764_260965_v1_4,EPIISL172539,Iowa State Hygienic Laboratory,Centers for Disease Control and Prevention,H3N2
EPI564330 | 3000094177_263752_v1_4,EPIISL172535,Laboratorio Nacional De Salud Guatemala,Centers for Disease Control and Prevention,H3N2
EPI564325 | 3000094178_263751_v1_4,EPIISL172534,Laboratorio Nacional De Salud Guatemala,Centers for Disease Control and Prevention,H3N2
EPI564298 | 3000094210_263746_v1_4,EPIISL172529,Central Laboratory of Public Health,Centers for Disease Control and Prevention,H3N2
EPI565401 | 3000094180_263745_v1_4,EPIISL172528,Laboratorio Nacional De Salud Guatemala,Centers for Disease Control and Prevention,H3N2
EPI564273 | 3000095056_263741_v1_4,EPIISL172524,DC Public Health Lab,Centers for Disease Control and Prevention,H3N2
EPI564248 | 3000097836_262197_v1_4,EPIISL172519,Montana Laboratory Services Bureau,Centers for Disease Control and Prevention,H3N2
EPI564093 | 3000096793_262151_v1_4,EPIISL172497,California Department of Health Services,Centers for Disease Control and Prevention,H3N2
EPI564072 | 3000096879_262147_v1_4,EPIISL172494,California Department of Health Services,Centers for Disease Control and Prevention,H3N2
EPI563155 | a-lisboa-eva28-2014h3D,EPIISL172384,Instituto Nacional de Saude,National Institute for Medical Research,H3N2
EPI563068 | a-denmark-48-2014h3D,EPIISL172367,Statens Serum Institute,National Institute for Medical Research,H3N2
EPI563060 | a-denmark-47-2014h3D,EPIISL172364,Statens Serum Institute,National Institute for Medical Research,H3N2
EPI562793 | HA_14NSA11_T1230,EPIISL172306,,Robert-Koch-Institute,H3N2
EPI562786 | A/Sao Paulo/9-130/2014,EPIISL172298,Instituto Adolfo Lutz,Instituto Adolfo Lutz,H3N2
EPI562278 | 2015-CX0185.4,EPIISL171928,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,H3N2
EPI562260 | 2015-CX0178.4,EPIISL171922,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,H3N2
EPI562257 | 2015-CX0177.4,EPIISL171921,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,H3N2
EPI562215 | 2015-CX0003.4,EPIISL171907,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,H3N2
EPI562071 | 3000093780_261240_v1_4,EPIISL171843,UPMC-CLB Dept of Microbiology,Centers for Disease Control and Prevention,H3N2
EPI562067 | 3000093778_261237_v1_4,EPIISL171841,UPMC-CLB Dept of Microbiology,Centers for Disease Control and Prevention,H3N2
EPI562045 | A/Astana/835/2014,EPIISL171830,CSEE,Centre Sanitary-Epidemiological Expertise in Astana,H3N2
EPI560715 | 2014768786_258678_v1_4,EPIISL171388,Central Laboratory of Public Health,Centers for Disease Control and Prevention,H3N2
EPI559450 | infl_14-17667NGS_H3,EPIISL170995,,Swedish Institute for Infectious Disease Control,H3N2
EPI558972 | infl_15-00029NGS_H3,EPIISL170837,,Swedish Institute for Infectious Disease Control,H3N2
EPI558957 | infl_14-18070NGS_H3,EPIISL170835,,Swedish Institute for Infectious Disease Control,H3N2
EPI558934 | infl_14-17666NGS_H3,EPIISL170832,,Swedish Institute for Infectious Disease Control,H3N2
EPI558580 | 3000096810_262138_v1_4,EPIISL170739,California Department of Health Services,Centers for Disease Control and Prevention,H3N2
EPI558574 | 3000096821_262521_v1_4,EPIISL170738,Louisiana Department of Health and Hospitals,Centers for Disease Control and Prevention,H3N2
EPI558379 | 3000093393_262452_v1_4,EPIISL170710,Nevada State Health Laboratory,Centers for Disease Control and Prevention,H3N2
EPI558336 | 3000097861_262204_v1_4,EPIISL170704,Tennessee Department of Health Laboratory-Nashville,Centers for Disease Control and Prevention,H3N2
EPI558279 | 3000093910_262451_v1_4,EPIISL170696,Maine Health and Environmental Testing Laboratory,Centers for Disease Control and Prevention,H3N2
EPI558226 | 3000096776_261929_v1_4,EPIISL170689,Washington State Public Health Laboratory,Centers for Disease Control and Prevention,H3N2
EPI558176 | 3000093862_262034_v1_4,EPIISL170682,Nevada State Health Laboratory,Centers for Disease Control and Prevention,H3N2
EPI558140 | 3000096831_262532_v1_4,EPIISL170676,Arkansas Department of Health,Centers for Disease Control and Prevention,H3N2
EPI558094 | a-roma-13-2014h3D,EPIISL170665,Istituto Superiore di Sanità,National Institute for Medical Research,H3N2
EPI558074 | a-milano-169-2014h3D,EPIISL170655,Istituto Superiore di Sanità,National Institute for Medical Research,H3N2
EPI558052 | a-lisboa-su34-2014h3D,EPIISL170644,Instituto Nacional de Saude,National Institute for Medical Research,H3N2
EPI557378 | A/Chita/RII265/2014,EPIISL170344,,WHO National Influenza Centre Russian Federation,H3N2
EPI557377 | A/Chita/RII264/2014,EPIISL170343,,WHO National Influenza Centre Russian Federation,H3N2
EPI557245 | a-belgium-g656-2014h3N,EPIISL170273,Scientific Institute of Public Health,National Institute for Medical Research,H3N2
EPI557239 | a-belgium-g561-2014h3O,EPIISL170270,Scientific Institute of Public Health,National Institute for Medical Research,H3N2
EPI557237 | a-belgium-g544-2014h3O,EPIISL170269,Scientific Institute of Public Health,National Institute for Medical Research,H3N2
EPI557025 | A/Paris/2337/2014,EPIISL170206,Institut Pasteur,Institut Pasteur,H3N2
EPI557018 | A/Paris/2332/2014,EPIISL170204,Institut Pasteur,Institut Pasteur,H3N2
EPI557015 | A/Basse  Normandie/2329/2014,EPIISL170203,Institut Pasteur,Institut Pasteur,H3N2
EPI557006 | A/Nord Pas de Calais/2317/2014,EPIISL170200,Institut Pasteur,Institut Pasteur,H3N2
EPI556741 | 3000097889_262003_v1_4,EPIISL170134,Florida Department of Health-Tampa,Centers for Disease Control and Prevention,H3N2
EPI556613 | 3000093390_262079_v1_4,EPIISL170116,State of Idaho Bureau of Laboratories,Centers for Disease Control and Prevention,H3N2
EPI556590 | 3000097386_262316_v1_4,EPIISL170113,Nebraska Public Health Lab,Centers for Disease Control and Prevention,H3N2
EPI556531 | 3000093768_261648_v1_4,EPIISL170107,Massachusetts Department of Public Health,Centers for Disease Control and Prevention,H3N2
EPI556349 | 3000093107_261162_v1_4,EPIISL170047,University of Michigan SPH EPID,Centers for Disease Control and Prevention,H3N2
EPI556309 | 3000093111_261217_v1_4,EPIISL170042,University of Michigan SPH EPID,Centers for Disease Control and Prevention,H3N2
EPI556262 | 3000097838_261994_v1_4,EPIISL170036,Montana Laboratory Services Bureau,Centers for Disease Control and Prevention,H3N2
EPI556231 | 3000096719_261286_v1_4,EPIISL170032,Alaska State Virology Lab,Centers for Disease Control and Prevention,H3N2
EPI556211 | 3000097897_261986_v1_4,EPIISL170029,Ohio Department of Health Laboratories,Centers for Disease Control and Prevention,H3N2
EPI556176 | 3000097802_261981_v1_4,EPIISL170024,Colorado Department of Health Lab,Centers for Disease Control and Prevention,H3N2
EPI556090 | A/Nord Pas de Calais/2301/2014,EPIISL170013,Institut Pasteur,Institut Pasteur,H3N2
EPI556081 | A/Paris/2294/2014,EPIISL170010,Institut Pasteur,Institut Pasteur,H3N2
EPI555419 | 3000096824_261928_v1_4,EPIISL169927,State of Hawaii Department of Health,Centers for Disease Control and Prevention,H3N2
EPI555394 | 3000096779_261922_v1_4,EPIISL169923,California Department of Health Services,Centers for Disease Control and Prevention,H3N2
EPI555110 | infl_14-17394NGS_H3,EPIISL169839,,Swedish Institute for Infectious Disease Control,H3N2
EPI555102 | infl_14-17328NGS_H3,EPIISL169838,,Swedish Institute for Infectious Disease Control,H3N2
EPI554937 | 2015-CX0010.4,EPIISL169752,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,H3N2
EPI554934 | 2014-CX1035.4,EPIISL169751,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,H3N2
EPI554919 | 2014-CX0897.4,EPIISL169746,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,H3N2
EPI554916 | 2014-CX0896.4,EPIISL169745,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,H3N2
EPI554913 | 2014-CX0886.4,EPIISL169744,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,H3N2
EPI554892 | 2014-CX0863.4,EPIISL169737,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,H3N2
EPI554886 | 2014-CX0858.4,EPIISL169735,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,H3N2
EPI554883 | 2014-CX0857.4,EPIISL169734,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,H3N2
EPI554871 | 2014-CX0800.4,EPIISL169730,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,H3N2
EPI554727 | 2014-CX1076.4,EPIISL169682,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,H3N2
EPI554697 | 2015-CX0006.4,EPIISL169672,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,H3N2
EPI554667 | 2014-CX1012.4,EPIISL169662,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,H3N2
EPI554625 | A/Bucharest/628-C7394/2014,EPIISL169642,Cantacuzino Institute,Cantacuzino Institute,H3N2
EPI553951 | 3000092956_260474_v1_4,EPIISL169507,New York State Department of Health,Centers for Disease Control and Prevention,H3N2
EPI553858 | 3000092675_260444_v1_4,EPIISL169496,New York State Department of Health,Centers for Disease Control and Prevention,H3N2
EPI553850 | 3000092922_260315_v1_4,EPIISL169495,Washington State Public Health Laboratory,Centers for Disease Control and Prevention,H3N2
EPI553842 | 3000097215_260736_v1_4,EPIISL169494,Wisconsin State Laboratory of Hygiene,Centers for Disease Control and Prevention,H3N2
